fecha,producto_id,sucursal,unidades_vendidas,precio_unitario
2024-01-14,P5,Centro,20,3.22
2024-01-14,P6,Centro,28,1.69
2024-01-14,P7,Centro,24,3.05
2024-01-14,P8,Centro,18,4.48
2024-01-14,P9,Centro,22,3.87
2024-01-14,P10,Centro,21,2.19
2024-01-14,P1,Norte,21,5.2
2024-01-14,P2,Norte,21,8.85
2024-01-14,P3,Norte,21,1.71
2024-01-14,P4,Norte,21,2.87
2024-01-14,P5,Norte,26,6.19
2024-01-14,P6,Norte,10,2.83
2024-01-14,P7,Norte,18,5.59
2024-01-14,P8,Norte,20,7.47
2024-01-14,P9,Norte,20,6.47
2024-01-14,P10,Norte,22,6.88
2024-01-14,P1,Sur,22,4.21
2024-01-14,P2,Sur,21,8.78
2024-01-14,P3,Sur,21,7.1
2024-01-14,P4,Sur,18,4.43
2024-01-14,P5,Sur,15,5.39
2024-01-14,P6,Sur,19,3.17
2024-01-14,P7,Sur,18,1.63
2024-01-14,P8,Sur,17,4.65
2024-01-14,P9,Sur,20,5.2
2024-01-14,P10,Sur,15,2.84
2024-01-15,P1,Centro,15,4.64
2024-01-15,P2,Centro,19,2.11
2024-01-15,P3,Centro,17,6.79
2024-01-15,P4,Centro,19,7.07
2024-01-15,P5,Centro,21,9.24
2024-01-15,P6,Centro,22,7.85
2024-01-15,P7,Centro,18,5.19
2024-01-15,P8,Centro,29,8.68
2024-01-15,P9,Centro,22,8.44
2024-01-15,P10,Centro,16,8.44
2024-01-15,P1,Norte,17,6.27
2024-01-15,P2,Norte,22,6.66
2024-01-15,P3,Norte,22,7.02
2024-01-15,P4,Norte,18,2.33
2024-01-15,P5,Norte,15,5.01
2024-01-15,P6,Norte,29,8.76
2024-01-15,P7,Norte,24,8.07
2024-01-15,P8,Norte,13,4.14
2024-01-15,P9,Norte,18,6.78
2024-01-15,P10,Norte,15,6.96
2024-01-15,P1,Sur,13,6.76
2024-01-15,P2,Sur,17,4.55
2024-01-15,P3,Sur,19,2.19
2024-01-15,P4,Sur,22,4.34
2024-01-15,P5,Sur,13,7.91
2024-01-15,P6,Sur,34,7.69
2024-01-15,P7,Sur,13,2.14
2024-01-15,P8,Sur,17,2.27
2024-01-15,P9,Sur,24,2.71
2024-01-15,P10,Sur,26,5.7
2024-01-16,P1,Centro,22,2.47
2024-01-16,P2,Centro,21,1.63
2024-01-16,P3,Centro,24,8.44
2024-01-16,P4,Centro,17,8.78
2024-01-16,P5,Centro,22,7.82
2024-01-16,P6,Centro,25,1.87
2024-01-16,P7,Centro,15,6.68
2024-01-16,P8,Centro,17,3.3
2024-01-16,P9,Centro,19,6.73
2024-01-16,P10,Centro,17,4.83
2024-01-16,P1,Norte,12,3.94
2024-01-16,P2,Norte,23,6.42
2024-01-16,P3,Norte,17,2.43
2024-01-16,P4,Norte,21,1.99
2024-01-16,P5,Norte,25,5.3
2024-01-16,P6,Norte,21,6.52
2024-01-16,P7,Norte,23,6.48
2024-01-16,P8,Norte,21,7.28
2024-01-16,P9,Norte,22,8.94
2024-01-16,P10,Norte,19,6.7
2024-01-16,P1,Sur,23,3.44
2024-01-16,P2,Sur,22,7.05
2024-01-16,P3,Sur,19,7.2
2024-01-16,P4,Sur,16,5.99
2024-01-16,P5,Sur,14,8.9
2024-01-16,P6,Sur,19,5.97
2024-01-16,P7,Sur,27,6.93
2024-01-16,P8,Sur,19,4.64
2024-01-16,P9,Sur,18,9.24
2024-01-16,P10,Sur,22,6.54
2024-01-17,P1,Centro,27,5.9
2024-01-17,P2,Centro,23,3.48
2024-01-17,P3,Centro,17,8.05
2024-01-17,P4,Centro,16,5.74
2024-01-17,P5,Centro,21,1.71
2024-01-17,P6,Centro,24,2.03
2024-01-17,P7,Centro,14,9.58
2024-01-17,P8,Centro,23,4.46
2024-01-17,P9,Centro,18,1.92
2024-01-17,P10,Centro,23,8.19
2024-01-17,P1,Norte,13,3.69
2024-01-17,P2,Norte,17,9.6
2024-01-17,P3,Norte,17,5.07
2024-01-17,P4,Norte,19,7.42
2024-01-17,P5,Norte,35,4.86
2024-01-17,P6,Norte,21,8.26
2024-01-17,P7,Norte,10,3.55
2024-01-17,P8,Norte,16,3.11
2024-01-17,P9,Norte,15,2.16
2024-01-17,P10,Norte,17,8.98
2024-01-17,P1,Sur,16,1.69
2024-01-17,P2,Sur,13,7.26
2024-01-17,P3,Sur,17,2.92
2024-01-17,P4,Sur,19,1.67
2024-01-17,P5,Sur,21,3.86
2024-01-17,P6,Sur,25,7.55
2024-01-17,P7,Sur,16,7.28
2024-01-17,P8,Sur,17,7.62
2024-01-17,P9,Sur,17,6.31
2024-01-17,P10,Sur,23,4.16
2024-01-18,P1,Centro,29,2.81
2024-01-18,P2,Centro,22,9.53
2024-01-18,P3,Centro,26,8.93
2024-01-18,P4,Centro,26,3.08
2024-01-18,P5,Centro,18,3.46
2024-01-18,P6,Centro,22,3.39
2024-01-18,P7,Centro,26,8.3
2024-01-18,P8,Centro,20,9.54
2024-01-18,P9,Centro,19,2.52
2024-01-18,P10,Centro,19,5.44
2024-01-18,P1,Norte,19,3.67
2024-01-18,P2,Norte,14,7.53
2024-01-18,P3,Norte,8,9.59
2024-01-18,P4,Norte,24,1.78
2024-01-18,P5,Norte,17,7.42
2024-01-18,P6,Norte,29,5.31
2024-01-18,P7,Norte,26,3.5
2024-01-18,P8,Norte,19,8.86
2024-01-18,P9,Norte,18,9.16
2024-01-18,P10,Norte,20,3.47
2024-01-18,P1,Sur,22,8.18
2024-01-18,P2,Sur,26,4.28
2024-01-18,P3,Sur,30,6.43
2024-01-18,P4,Sur,30,1.64
2024-01-18,P5,Sur,15,5.23
2024-01-18,P6,Sur,16,3.7
2024-01-18,P7,Sur,16,3.4
2024-01-18,P8,Sur,20,4.74
2024-01-18,P9,Sur,22,5.07
2024-01-18,P10,Sur,16,5.81
2024-01-19,P1,Centro,31,9.5
2024-01-19,P2,Centro,15,9.72
2024-01-19,P3,Centro,19,8.39
2024-01-19,P4,Centro,21,2.26
2024-01-19,P5,Centro,25,4.0
2024-01-19,P6,Centro,37,3.7
2024-01-19,P7,Centro,20,4.23
2024-01-19,P8,Centro,16,6.83
2024-01-19,P9,Centro,12,4.75
2024-01-19,P10,Centro,21,2.7
2024-01-19,P1,Norte,16,8.07
2024-01-19,P2,Norte,16,2.22
2024-01-19,P3,Norte,15,2.1
2024-01-19,P4,Norte,23,2.0
2024-01-19,P5,Norte,24,2.26
2024-01-19,P6,Norte,21,8.55
2024-01-19,P7,Norte,18,2.93
2024-01-19,P8,Norte,18,5.64
2024-01-19,P9,Norte,21,3.14
2024-01-19,P10,Norte,15,7.1
2024-01-19,P1,Sur,22,7.7
2024-01-19,P2,Sur,14,3.38
2024-01-19,P3,Sur,19,6.99
2024-01-19,P4,Sur,26,2.61
2024-01-19,P5,Sur,19,5.45
2024-01-19,P6,Sur,24,9.04
2024-01-19,P7,Sur,16,8.62
2024-01-19,P8,Sur,17,1.77
2024-01-19,P9,Sur,16,3.13
2024-01-19,P10,Sur,12,2.98
2024-01-20,P1,Centro,12,9.28
2024-01-20,P2,Centro,17,7.0
2024-01-20,P3,Centro,22,6.31
2024-01-20,P4,Centro,17,8.25
2024-01-20,P5,Centro,22,7.89
2024-01-20,P6,Centro,31,9.68
2024-01-20,P7,Centro,15,2.72
2024-01-20,P8,Centro,18,8.63
2024-01-20,P9,Centro,26,4.55
2024-01-20,P10,Centro,20,8.04
2024-01-20,P1,Norte,21,9.61
2024-01-20,P2,Norte,15,8.03
2024-01-20,P3,Norte,31,3.35
2024-01-20,P4,Norte,29,9.58
2024-01-20,P5,Norte,22,1.73
2024-01-20,P6,Norte,24,8.38
2024-01-20,P7,Norte,16,7.11
2024-01-20,P8,Norte,21,4.41
2024-01-20,P9,Norte,26,7.55
2024-01-20,P10,Norte,21,3.46
2024-01-20,P1,Sur,22,9.3
2024-01-20,P2,Sur,26,6.62
2024-01-20,P3,Sur,28,7.46
2024-01-20,P4,Sur,26,8.95
2024-01-20,P5,Sur,19,2.7
2024-01-20,P6,Sur,23,4.41
2024-01-20,P7,Sur,27,2.1
2024-01-20,P8,Sur,20,8.02
2024-01-20,P9,Sur,21,8.19
2024-01-20,P10,Sur,20,6.97
2024-01-21,P1,Centro,19,6.07
2024-01-21,P2,Centro,20,4.27
2024-01-21,P3,Centro,26,3.78
2024-01-21,P4,Centro,16,3.61
2024-01-21,P5,Centro,24,5.96
2024-01-21,P6,Centro,20,7.06
2024-01-21,P7,Centro,21,9.54
2024-01-21,P8,Centro,24,9.84
2024-01-21,P9,Centro,24,8.3
2024-01-21,P10,Centro,18,6.58
2024-01-21,P1,Norte,13,7.61
2024-01-21,P2,Norte,17,4.61
2024-01-21,P3,Norte,18,7.46
2024-01-21,P4,Norte,20,6.47
2024-01-21,P5,Norte,18,8.16
2024-01-21,P6,Norte,17,2.99
2024-01-21,P7,Norte,23,4.77
2024-01-21,P8,Norte,25,4.69
2024-01-21,P9,Norte,16,5.94
2024-01-21,P10,Norte,14,4.81
2024-01-21,P1,Sur,26,3.9
2024-01-21,P2,Sur,29,5.85
2024-01-21,P3,Sur,18,8.04
2024-01-21,P4,Sur,25,4.28
2024-01-21,P5,Sur,22,6.9
2024-01-21,P6,Sur,21,1.75
2024-01-21,P7,Sur,28,7.03
2024-01-21,P8,Sur,23,6.13
2024-01-21,P9,Sur,19,2.55
2024-01-21,P10,Sur,23,6.74
2024-01-22,P1,Centro,12,2.51
2024-01-22,P2,Centro,18,9.46
2024-01-22,P3,Centro,19,4.09
2024-01-22,P4,Centro,21,2.45
2024-01-22,P5,Centro,17,10.0
2024-01-22,P6,Centro,20,7.74
2024-01-22,P7,Centro,22,7.54
2024-01-22,P8,Centro,9,9.57
2024-01-22,P9,Centro,25,6.05
2024-01-22,P10,Centro,31,9.17
2024-01-22,P1,Norte,22,8.52
2024-01-22,P2,Norte,17,2.03
2024-01-22,P3,Norte,21,8.72
2024-01-22,P4,Norte,29,6.85
2024-01-22,P5,Norte,15,9.62
2024-01-22,P6,Norte,18,4.36
2024-01-22,P7,Norte,11,1.81
2024-01-22,P8,Norte,29,4.58
2024-01-22,P9,Norte,24,2.5
2024-01-22,P10,Norte,20,5.64
2024-01-22,P1,Sur,28,7.38
2024-01-22,P2,Sur,11,3.15
2024-01-22,P3,Sur,16,5.25
2024-01-22,P4,Sur,23,9.43
2024-01-22,P5,Sur,19,3.71
2024-01-22,P6,Sur,21,2.89
2024-01-22,P7,Sur,13,8.94
2024-01-22,P8,Sur,21,4.69
2024-01-22,P9,Sur,20,8.53
2024-01-22,P10,Sur,21,4.45
2024-01-23,P1,Centro,23,4.82
2024-01-23,P2,Centro,17,8.04
2024-01-23,P3,Centro,21,7.34
2024-01-23,P4,Centro,22,7.15
2024-01-23,P5,Centro,11,1.87
2024-01-23,P6,Centro,28,3.77
2024-01-23,P7,Centro,21,7.26
2024-01-23,P8,Centro,18,2.68
2024-01-23,P9,Centro,23,3.93
2024-01-23,P10,Centro,23,3.03
2024-01-23,P1,Norte,12,2.59
2024-01-23,P2,Norte,20,7.5
2024-01-23,P3,Norte,17,5.21
2024-01-23,P4,Norte,19,7.21
2024-01-23,P5,Norte,24,6.51
2024-01-23,P6,Norte,17,6.72
2024-01-23,P7,Norte,22,4.05
2024-01-23,P8,Norte,14,4.32
2024-01-23,P9,Norte,30,9.67
2024-01-23,P10,Norte,29,8.92
2024-01-23,P1,Sur,19,5.21
2024-01-23,P2,Sur,19,6.36
2024-01-23,P3,Sur,30,5.71
2024-01-23,P4,Sur,25,9.12
2024-01-23,P5,Sur,9,4.3
2024-01-23,P6,Sur,22,6.79
2024-01-23,P7,Sur,18,6.58
2024-01-23,P8,Sur,24,1.78
2024-01-23,P9,Sur,22,6.09
2024-01-23,P10,Sur,22,1.57
2024-01-24,P1,Centro,18,6.07
2024-01-24,P2,Centro,26,2.88
2024-01-24,P3,Centro,29,7.81
2024-01-24,P4,Centro,19,4.48
2024-01-24,P5,Centro,22,5.16
2024-01-24,P6,Centro,20,5.5
2024-01-24,P7,Centro,17,2.99
